Experience,Skills,Education,Certifications,Languages Known,Job Suitability Score
12,"Python, NLP, Neural Networks",Bachelors in Computer Science,Certified Data Analyst,"English, French",32
9,"SQL, Database Management, ETL",Masters in Statistics,Certified Software Developer,"English, German",15
1,"C++, Algorithms, Data Structures",Masters in Statistics,Certified Statistician,"English, Spanish",13
8,"HTML, CSS, JavaScript",PhD in AI,Certified AI Specialist,"English, German",5
13,"C++, Algorithms, Data Structures",Bachelors in Computer Science,Certified Statistician,"English, Japanese",75
9,"R, Data Visualization, Deep Learning",Masters in Data Science,Certified Data Analyst,"English, Italian",74
17,"Python, NLP, Neural Networks",Bachelors in Computer Science,Certified Software Developer,"English, Chinese",52
18,"SQL, Database Management, ETL",Masters in Statistics,Certified Database Administrator,"English, French",77
5,"Matlab, Statistics, Data Mining",Masters in Statistics,Certified Software Developer,"English, Spanish",41
4,"SAS, Predictive Modeling, Data Wrangling",PhD in AI,Certified Data Analyst,"English, Spanish",53
12,"Python, NLP, Neural Networks",Masters in Statistics,Certified Database Administrator,"English, Chinese",50
19,"R, Data Visualization, Deep Learning",Bachelors in Mathematics,Certified Database Administrator,"English, Russian",15
15,"R, Data Visualization, Deep Learning",Bachelors in Mathematics,Certified Software Developer,"English, French",7
16,"Python, NLP, Neural Networks",Bachelors in Computer Science,Certified Statistician,"English, Chinese",40
8,"Python, Data Analysis, Machine Learning",Masters in Statistics,Certified Database Administrator,"English, Russian",28
17,"Python, NLP, Neural Networks",Masters in Data Science,Certified Machine Learning Expert,"English, Japanese",32
12,"AWS, Cloud Computing, DevOps",Masters in Data Science,Certified Data Scientist,"English, German",99
9,"R, Data Visualization, Deep Learning",Bachelors in Computer Science,Certified Machine Learning Expert,"English, German",15
13,"Matlab, Statistics, Data Mining",Masters in Data Science,Certified Data Scientist,"English, Spanish",100
14,"HTML, CSS, JavaScript",Bachelors in Computer Science,Certified AI Specialist,"English, Japanese",85
5,"R, Data Visualization, Deep Learning",PhD in AI,Certified Database Administrator,"English, Chinese",70
7,"Matlab, Statistics, Data Mining",PhD in AI,Certified Data Analyst,"English, Russian",65
5,"Python, Data Analysis, Machine Learning",Masters in Data Science,Certified Statistician,"English, Russian",4
8,"R, Data Visualization, Deep Learning",Bachelors in IT,Certified Data Scientist,"English, Chinese",11
14,"SAS, Predictive Modeling, Data Wrangling",Masters in Statistics,Certified Data Scientist,"English, Russian",26
2,"AWS, Cloud Computing, DevOps",Bachelors in IT,Certified Database Administrator,"English, Chinese",61
13,"SAS, Predictive Modeling, Data Wrangling",PhD in AI,Certified Machine Learning Expert,"English, Russian",37
13,"HTML, CSS, JavaScript",Bachelors in IT,Certified Statistician,"English, Italian",23
15,"Python, Data Analysis, Machine Learning",Masters in Computer Engineering,Certified Database Administrator,"English, Japanese",93
20,"Python, NLP, Neural Networks",Bachelors in IT,Certified Software Developer,"English, Japanese",85
20,"AWS, Cloud Computing, DevOps",Masters in Data Science,Certified AI Specialist,"English, Chinese",91
17,"HTML, CSS, JavaScript",PhD in AI,Certified Machine Learning Expert,"English, Spanish",40
14,"AWS, Cloud Computing, DevOps",Bachelors in IT,Certified AI Specialist,"English, Italian",77
10,"Python, Data Analysis, Machine Learning",Bachelors in Computer Science,Certified Statistician,"English, Chinese",23
19,"HTML, CSS, JavaScript",Bachelors in Computer Science,Certified Statistician,"English, Chinese",16
3,"HTML, CSS, JavaScript",Bachelors in Computer Science,Certified Database Administrator,"English, Italian",94
5,"HTML, CSS, JavaScript",Masters in Statistics,Certified AI Specialist,"English, Japanese",61
12,"R, Data Visualization, Deep Learning",Bachelors in IT,Certified Data Scientist,"English, Chinese",68
19,"AWS, Cloud Computing, DevOps",Bachelors in Computer Science,Certified AI Specialist,"English, Italian",80
10,"C++, Algorithms, Data Structures",Masters in Data Science,Certified AI Specialist,"English, French",31
19,"C++, Algorithms, Data Structures",Masters in Computer Engineering,Certified Database Administrator,"English, Japanese",53
16,"SAS, Predictive Modeling, Data Wrangling",PhD in AI,Certified Machine Learning Expert,"English, Chinese",25
6,"Java, Spring, Microservices",Masters in Statistics,Certified Software Developer,"English, French",44
5,"Python, NLP, Neural Networks",PhD in AI,Certified Software Developer,"English, Italian",12
2,"Matlab, Statistics, Data Mining",Masters in Computer Engineering,Certified Database Administrator,"English, Russian",90
9,"R, Data Visualization, Deep Learning",Bachelors in IT,Certified Software Developer,"English, Spanish",97
6,"AWS, Cloud Computing, DevOps",Bachelors in Computer Science,Certified Statistician,"English, German",92
20,"R, Data Visualization, Deep Learning",Masters in Statistics,Certified Data Scientist,"English, French",9
17,"AWS, Cloud Computing, DevOps",PhD in AI,Certified Software Developer,"English, Russian",12
13,"AWS, Cloud Computing, DevOps",Masters in Data Science,Certified Data Analyst,"English, Japanese",69
6,"Python, Data Analysis, Machine Learning",Bachelors in IT,Certified Statistician,"English, Chinese",54
6,"HTML, CSS, JavaScript",Masters in Statistics,Certified AI Specialist,"English, German",54
14,"Python, NLP, Neural Networks",PhD in AI,Certified AI Specialist,"English, Russian",28
19,"R, Data Visualization, Deep Learning",Bachelors in Computer Science,Certified Machine Learning Expert,"English, Italian",56
20,"Matlab, Statistics, Data Mining",Masters in Computer Engineering,Certified Data Scientist,"English, Japanese",99
5,"Matlab, Statistics, Data Mining",Masters in Data Science,Certified Database Administrator,"English, Italian",69
1,"Java, Spring, Microservices",PhD in AI,Certified AI Specialist,"English, Spanish",98
13,"C++, Algorithms, Data Structures",Masters in Statistics,Certified AI Specialist,"English, Spanish",98
14,"HTML, CSS, JavaScript",Bachelors in Mathematics,Certified Data Analyst,"English, Spanish",77
13,"Matlab, Statistics, Data Mining",Masters in Statistics,Certified AI Specialist,"English, Italian",58
3,"R, Data Visualization, Deep Learning",Masters in Statistics,Certified AI Specialist,"English, German",78
15,"SQL, Database Management, ETL",Bachelors in IT,Certified Data Scientist,"English, Spanish",75
19,"Python, NLP, Neural Networks",Masters in Computer Engineering,Certified Data Analyst,"English, Spanish",42
19,"Matlab, Statistics, Data Mining",Masters in Statistics,Certified Data Scientist,"English, Italian",38
14,"C++, Algorithms, Data Structures",Bachelors in Computer Science,Certified Data Scientist,"English, Spanish",68
6,"C++, Algorithms, Data Structures",Bachelors in IT,Certified Machine Learning Expert,"English, Japanese",53
7,"SQL, Database Management, ETL",Bachelors in IT,Certified Software Developer,"English, Italian",33
12,"Python, Data Analysis, Machine Learning",Masters in Data Science,Certified Data Analyst,"English, French",71
13,"SAS, Predictive Modeling, Data Wrangling",Masters in Computer Engineering,Certified Data Scientist,"English, German",56
20,"R, Data Visualization, Deep Learning",Masters in Computer Engineering,Certified Statistician,"English, Japanese",72
19,"SQL, Database Management, ETL",Masters in Data Science,Certified Software Developer,"English, Italian",51
20,"R, Data Visualization, Deep Learning",Masters in Data Science,Certified Data Analyst,"English, French",74
5,"Python, Data Analysis, Machine Learning",Masters in Statistics,Certified AI Specialist,"English, French",43
19,"Matlab, Statistics, Data Mining",Masters in Statistics,Certified AI Specialist,"English, Spanish",15
20,"HTML, CSS, JavaScript",Bachelors in IT,Certified Statistician,"English, Chinese",38
18,"AWS, Cloud Computing, DevOps",Bachelors in Mathematics,Certified Machine Learning Expert,"English, German",15
8,"R, Data Visualization, Deep Learning",Bachelors in IT,Certified AI Specialist,"English, Spanish",5
7,"AWS, Cloud Computing, DevOps",Bachelors in Mathematics,Certified Statistician,"English, Spanish",93
11,"R, Data Visualization, Deep Learning",Bachelors in Mathematics,Certified AI Specialist,"English, Chinese",83
18,"HTML, CSS, JavaScript",Bachelors in Mathematics,Certified Machine Learning Expert,"English, Chinese",54
16,"SQL, Database Management, ETL",Masters in Computer Engineering,Certified Database Administrator,"English, Japanese",51
13,"SAS, Predictive Modeling, Data Wrangling",Bachelors in Mathematics,Certified Statistician,"English, French",10
18,"Python, Data Analysis, Machine Learning",Bachelors in Computer Science,Certified Software Developer,"English, Russian",12
17,"Java, Spring, Microservices",Bachelors in IT,Certified Machine Learning Expert,"English, Russian",4
15,"Python, Data Analysis, Machine Learning",Bachelors in Mathematics,Certified Data Analyst,"English, German",95
16,"R, Data Visualization, Deep Learning",Masters in Computer Engineering,Certified AI Specialist,"English, Spanish",18
15,"Matlab, Statistics, Data Mining",Masters in Data Science,Certified Machine Learning Expert,"English, German",80
20,"Matlab, Statistics, Data Mining",Masters in Computer Engineering,Certified Statistician,"English, French",36
6,"Python, NLP, Neural Networks",Bachelors in IT,Certified Software Developer,"English, Russian",25
12,"Python, Data Analysis, Machine Learning",Masters in Statistics,Certified Data Scientist,"English, Russian",87
14,"Matlab, Statistics, Data Mining",Masters in Statistics,Certified Data Scientist,"English, Japanese",76
1,"SAS, Predictive Modeling, Data Wrangling",PhD in AI,Certified Database Administrator,"English, Japanese",98
10,"SAS, Predictive Modeling, Data Wrangling",Masters in Computer Engineering,Certified Data Analyst,"English, Spanish",36
4,"AWS, Cloud Computing, DevOps",Bachelors in Computer Science,Certified Data Scientist,"English, Spanish",67
8,"Java, Spring, Microservices",Masters in Data Science,Certified Data Analyst,"English, German",9
9,"C++, Algorithms, Data Structures",Masters in Computer Engineering,Certified Data Analyst,"English, Japanese",61
17,"Python, Data Analysis, Machine Learning",Masters in Computer Engineering,Certified Machine Learning Expert,"English, Chinese",53
6,"SQL, Database Management, ETL",PhD in AI,Certified AI Specialist,"English, Spanish",18
2,"R, Data Visualization, Deep Learning",Bachelors in Computer Science,Certified AI Specialist,"English, Russian",43
17,"SAS, Predictive Modeling, Data Wrangling",Bachelors in IT,Certified Data Scientist,"English, German",35
9,"HTML, CSS, JavaScript",Masters in Data Science,Certified Software Developer,"English, German",63
20,"SQL, Database Management, ETL",Masters in Statistics,Certified Data Analyst,"English, Chinese",98
8,"C++, Algorithms, Data Structures",Masters in Statistics,Certified Data Scientist,"English, Japanese",78
4,"Java, Spring, Microservices",Masters in Computer Engineering,Certified AI Specialist,"English, Spanish",4
11,"Python, Data Analysis, Machine Learning",Bachelors in Mathematics,Certified Software Developer,"English, German",93
7,"SQL, Database Management, ETL",Masters in Statistics,Certified Statistician,"English, Russian",41
20,"SQL, Database Management, ETL",Masters in Data Science,Certified Software Developer,"English, Spanish",45
17,"Java, Spring, Microservices",Masters in Statistics,Certified AI Specialist,"English, Japanese",50
7,"Python, NLP, Neural Networks",Bachelors in Mathematics,Certified Statistician,"English, German",79
20,"Java, Spring, Microservices",PhD in AI,Certified Data Scientist,"English, Italian",28
3,"SQL, Database Management, ETL",PhD in AI,Certified Machine Learning Expert,"English, Italian",42
5,"Python, NLP, Neural Networks",Bachelors in IT,Certified Database Administrator,"English, Japanese",80
5,"Matlab, Statistics, Data Mining",Bachelors in IT,Certified Machine Learning Expert,"English, Italian",76
13,"R, Data Visualization, Deep Learning",Bachelors in IT,Certified Statistician,"English, German",69
1,"C++, Algorithms, Data Structures",Masters in Data Science,Certified Data Scientist,"English, Italian",98
1,"Matlab, Statistics, Data Mining",Bachelors in Computer Science,Certified Statistician,"English, Spanish",1
1,"R, Data Visualization, Deep Learning",Masters in Statistics,Certified AI Specialist,"English, Chinese",39
3,"C++, Algorithms, Data Structures",Bachelors in Computer Science,Certified Data Scientist,"English, Italian",96
10,"Python, Data Analysis, Machine Learning",Masters in Statistics,Certified Statistician,"English, Spanish",90
10,"Matlab, Statistics, Data Mining",Masters in Data Science,Certified Data Scientist,"English, German",17
2,"SQL, Database Management, ETL",Bachelors in Mathematics,Certified Database Administrator,"English, French",91
15,"HTML, CSS, JavaScript",Masters in Data Science,Certified Statistician,"English, Russian",88
13,"R, Data Visualization, Deep Learning",Masters in Data Science,Certified Data Scientist,"English, Spanish",35
5,"R, Data Visualization, Deep Learning",Bachelors in IT,Certified Machine Learning Expert,"English, Russian",46
20,"Python, Data Analysis, Machine Learning",Masters in Computer Engineering,Certified Machine Learning Expert,"English, German",42
3,"Java, Spring, Microservices",Masters in Statistics,Certified AI Specialist,"English, Chinese",39
10,"SQL, Database Management, ETL",Bachelors in IT,Certified Machine Learning Expert,"English, French",90
8,"Python, Data Analysis, Machine Learning",Masters in Data Science,Certified AI Specialist,"English, Russian",49
2,"Matlab, Statistics, Data Mining",Bachelors in IT,Certified AI Specialist,"English, Spanish",62
10,"AWS, Cloud Computing, DevOps",Masters in Statistics,Certified Machine Learning Expert,"English, Japanese",38
19,"AWS, Cloud Computing, DevOps",Masters in Computer Engineering,Certified Software Developer,"English, Russian",23
3,"C++, Algorithms, Data Structures",Bachelors in IT,Certified Software Developer,"English, Chinese",22
7,"Matlab, Statistics, Data Mining",Masters in Computer Engineering,Certified Data Scientist,"English, Japanese",4
10,"Python, Data Analysis, Machine Learning",Bachelors in Mathematics,Certified Machine Learning Expert,"English, Japanese",49
4,"C++, Algorithms, Data Structures",Bachelors in IT,Certified AI Specialist,"English, Russian",59
1,"C++, Algorithms, Data Structures",Bachelors in Computer Science,Certified Software Developer,"English, Chinese",73
7,"SQL, Database Management, ETL",Masters in Data Science,Certified Data Scientist,"English, German",68
17,"Python, Data Analysis, Machine Learning",Bachelors in Mathematics,Certified Statistician,"English, French",71
19,"Python, Data Analysis, Machine Learning",Masters in Computer Engineering,Certified Statistician,"English, Chinese",87
16,"Java, Spring, Microservices",Bachelors in Mathematics,Certified Machine Learning Expert,"English, French",2
11,"AWS, Cloud Computing, DevOps",Masters in Data Science,Certified Machine Learning Expert,"English, French",49
5,"AWS, Cloud Computing, DevOps",Masters in Statistics,Certified Data Analyst,"English, French",88
18,"SAS, Predictive Modeling, Data Wrangling",Masters in Data Science,Certified Data Scientist,"English, Russian",95
16,"C++, Algorithms, Data Structures",Bachelors in Computer Science,Certified Data Analyst,"English, Italian",31
5,"AWS, Cloud Computing, DevOps",Bachelors in Mathematics,Certified AI Specialist,"English, Japanese",40
2,"C++, Algorithms, Data Structures",Bachelors in Computer Science,Certified AI Specialist,"English, Russian",48
19,"C++, Algorithms, Data Structures",PhD in AI,Certified Data Scientist,"English, German",51
20,"AWS, Cloud Computing, DevOps",PhD in AI,Certified Statistician,"English, German",43
18,"Matlab, Statistics, Data Mining",Masters in Statistics,Certified AI Specialist,"English, Spanish",98
14,"Python, NLP, Neural Networks",Bachelors in Computer Science,Certified AI Specialist,"English, French",55
11,"Matlab, Statistics, Data Mining",Masters in Statistics,Certified Software Developer,"English, French",88
13,"Matlab, Statistics, Data Mining",PhD in AI,Certified Data Scientist,"English, Italian",49
10,"SQL, Database Management, ETL",Bachelors in Computer Science,Certified Data Scientist,"English, French",90
6,"Python, Data Analysis, Machine Learning",Masters in Data Science,Certified Statistician,"English, German",80
5,"Python, Data Analysis, Machine Learning",Masters in Data Science,Certified Machine Learning Expert,"English, Japanese",57
10,"SQL, Database Management, ETL",Masters in Computer Engineering,Certified Statistician,"English, Italian",77
1,"R, Data Visualization, Deep Learning",Masters in Computer Engineering,Certified Data Analyst,"English, Spanish",15
11,"Java, Spring, Microservices",Bachelors in Computer Science,Certified Data Scientist,"English, Russian",27
20,"HTML, CSS, JavaScript",Bachelors in Computer Science,Certified AI Specialist,"English, French",68
5,"Python, Data Analysis, Machine Learning",Masters in Computer Engineering,Certified Database Administrator,"English, Italian",80
2,"Python, Data Analysis, Machine Learning",Bachelors in Mathematics,Certified Data Analyst,"English, Spanish",64
17,"AWS, Cloud Computing, DevOps",Masters in Statistics,Certified AI Specialist,"English, Spanish",94
6,"SQL, Database Management, ETL",Bachelors in Mathematics,Certified Data Analyst,"English, French",30
8,"R, Data Visualization, Deep Learning",Bachelors in Computer Science,Certified Machine Learning Expert,"English, Chinese",36
11,"SAS, Predictive Modeling, Data Wrangling",PhD in AI,Certified Data Analyst,"English, Italian",67
8,"Python, Data Analysis, Machine Learning",Bachelors in Mathematics,Certified Data Scientist,"English, Chinese",86
1,"HTML, CSS, JavaScript",Masters in Computer Engineering,Certified Statistician,"English, Spanish",86
19,"C++, Algorithms, Data Structures",Bachelors in Mathematics,Certified Machine Learning Expert,"English, Spanish",49
16,"Matlab, Statistics, Data Mining",Bachelors in Mathematics,Certified Data Analyst,"English, French",76
14,"Matlab, Statistics, Data Mining",Masters in Computer Engineering,Certified Machine Learning Expert,"English, French",55
14,"Python, NLP, Neural Networks",Bachelors in Mathematics,Certified Machine Learning Expert,"English, Russian",85
20,"Matlab, Statistics, Data Mining",Bachelors in Mathematics,Certified Database Administrator,"English, French",56
4,"SAS, Predictive Modeling, Data Wrangling",Bachelors in Computer Science,Certified Database Administrator,"English, German",68
20,"Matlab, Statistics, Data Mining",Masters in Statistics,Certified Data Analyst,"English, Japanese",95
9,"Python, Data Analysis, Machine Learning",Masters in Data Science,Certified Software Developer,"English, French",44
18,"C++, Algorithms, Data Structures",Bachelors in IT,Certified Statistician,"English, French",31
20,"Java, Spring, Microservices",Masters in Computer Engineering,Certified Data Analyst,"English, German",58
13,"HTML, CSS, JavaScript",Masters in Computer Engineering,Certified Software Developer,"English, Russian",87
5,"SQL, Database Management, ETL",Masters in Computer Engineering,Certified Data Scientist,"English, Russian",53
19,"SAS, Predictive Modeling, Data Wrangling",Bachelors in IT,Certified Data Scientist,"English, Russian",84
18,"SAS, Predictive Modeling, Data Wrangling",Masters in Statistics,Certified Database Administrator,"English, Spanish",79
2,"HTML, CSS, JavaScript",Masters in Statistics,Certified Database Administrator,"English, Chinese",23
12,"HTML, CSS, JavaScript",Masters in Statistics,Certified Data Analyst,"English, French",28
13,"HTML, CSS, JavaScript",Masters in Data Science,Certified Machine Learning Expert,"English, Chinese",16
18,"Matlab, Statistics, Data Mining",Masters in Computer Engineering,Certified Database Administrator,"English, German",37
5,"AWS, Cloud Computing, DevOps",Bachelors in Computer Science,Certified Data Analyst,"English, Italian",21
1,"Python, NLP, Neural Networks",Masters in Computer Engineering,Certified Statistician,"English, Spanish",79
3,"Matlab, Statistics, Data Mining",Masters in Data Science,Certified Software Developer,"English, Italian",17
16,"SQL, Database Management, ETL",Bachelors in Computer Science,Certified Software Developer,"English, Russian",37
12,"Java, Spring, Microservices",Masters in Data Science,Certified AI Specialist,"English, Russian",77
8,"AWS, Cloud Computing, DevOps",Masters in Statistics,Certified Statistician,"English, Russian",19
1,"Python, Data Analysis, Machine Learning",Bachelors in Mathematics,Certified Data Scientist,"English, German",30
15,"AWS, Cloud Computing, DevOps",PhD in AI,Certified Machine Learning Expert,"English, Chinese",45
20,"SQL, Database Management, ETL",Masters in Computer Engineering,Certified Database Administrator,"English, Spanish",18
14,"Python, NLP, Neural Networks",Bachelors in Mathematics,Certified Data Scientist,"English, Japanese",78
14,"Python, NLP, Neural Networks",PhD in AI,Certified Database Administrator,"English, Russian",62
4,"HTML, CSS, JavaScript",Bachelors in Computer Science,Certified Database Administrator,"English, Russian",36
17,"Java, Spring, Microservices",PhD in AI,Certified Statistician,"English, Russian",100
14,"HTML, CSS, JavaScript",Masters in Statistics,Certified AI Specialist,"English, Japanese",84
19,"Python, NLP, Neural Networks",Masters in Statistics,Certified Statistician,"English, French",52
11,"Java, Spring, Microservices",Masters in Computer Engineering,Certified AI Specialist,"English, French",19
16,"HTML, CSS, JavaScript",Masters in Data Science,Certified Software Developer,"English, Japanese",44
5,"Java, Spring, Microservices",Masters in Data Science,Certified Statistician,"English, Chinese",7
10,"SAS, Predictive Modeling, Data Wrangling",Bachelors in IT,Certified Database Administrator,"English, Russian",44
1,"Java, Spring, Microservices",Masters in Computer Engineering,Certified Statistician,"English, Spanish",68
10,"Java, Spring, Microservices",Bachelors in Computer Science,Certified Statistician,"English, German",34
8,"R, Data Visualization, Deep Learning",Masters in Data Science,Certified AI Specialist,"English, Spanish",66
10,"Matlab, Statistics, Data Mining",Bachelors in Mathematics,Certified Statistician,"English, Chinese",69
16,"AWS, Cloud Computing, DevOps",Bachelors in Computer Science,Certified Data Analyst,"English, Spanish",55
9,"R, Data Visualization, Deep Learning",Bachelors in Mathematics,Certified Database Administrator,"English, German",10
4,"AWS, Cloud Computing, DevOps",Bachelors in Mathematics,Certified AI Specialist,"English, French",96
6,"C++, Algorithms, Data Structures",Bachelors in Mathematics,Certified Statistician,"English, German",42
11,"Python, Data Analysis, Machine Learning",Masters in Statistics,Certified Machine Learning Expert,"English, Russian",41
8,"Matlab, Statistics, Data Mining",Bachelors in Mathematics,Certified AI Specialist,"English, German",77
3,"SAS, Predictive Modeling, Data Wrangling",Bachelors in Computer Science,Certified Data Scientist,"English, French",69
7,"HTML, CSS, JavaScript",Masters in Statistics,Certified Data Analyst,"English, Russian",10
16,"Python, NLP, Neural Networks",Masters in Computer Engineering,Certified AI Specialist,"English, Italian",10
20,"Matlab, Statistics, Data Mining",Bachelors in IT,Certified AI Specialist,"English, German",91
11,"C++, Algorithms, Data Structures",Masters in Data Science,Certified Data Scientist,"English, Japanese",60
13,"SQL, Database Management, ETL",PhD in AI,Certified Software Developer,"English, Spanish",51
4,"HTML, CSS, JavaScript",Masters in Computer Engineering,Certified Software Developer,"English, Italian",21
1,"HTML, CSS, JavaScript",Masters in Statistics,Certified Data Scientist,"English, Russian",8
2,"Matlab, Statistics, Data Mining",Bachelors in Mathematics,Certified Software Developer,"English, Italian",65
16,"HTML, CSS, JavaScript",Bachelors in IT,Certified Database Administrator,"English, Italian",92
16,"SQL, Database Management, ETL",Masters in Data Science,Certified AI Specialist,"English, Japanese",78
16,"Matlab, Statistics, Data Mining",Bachelors in Mathematics,Certified Machine Learning Expert,"English, Japanese",85
7,"C++, Algorithms, Data Structures",PhD in AI,Certified Database Administrator,"English, French",30
6,"AWS, Cloud Computing, DevOps",PhD in AI,Certified Database Administrator,"English, Russian",85
3,"Matlab, Statistics, Data Mining",Masters in Computer Engineering,Certified Data Analyst,"English, German",49
16,"Python, NLP, Neural Networks",Bachelors in Mathematics,Certified Data Analyst,"English, Russian",9
12,"Matlab, Statistics, Data Mining",Bachelors in Computer Science,Certified Data Analyst,"English, German",17
2,"HTML, CSS, JavaScript",Masters in Data Science,Certified Machine Learning Expert,"English, Italian",69
8,"Python, Data Analysis, Machine Learning",Bachelors in Mathematics,Certified AI Specialist,"English, German",58
14,"Python, Data Analysis, Machine Learning",PhD in AI,Certified Statistician,"English, Chinese",57
3,"SAS, Predictive Modeling, Data Wrangling",Masters in Statistics,Certified Data Scientist,"English, Italian",62
19,"Matlab, Statistics, Data Mining",Masters in Computer Engineering,Certified Data Analyst,"English, German",95
6,"C++, Algorithms, Data Structures",Bachelors in Mathematics,Certified Data Analyst,"English, Italian",52
2,"SAS, Predictive Modeling, Data Wrangling",Bachelors in Mathematics,Certified Machine Learning Expert,"English, Chinese",61
5,"SQL, Database Management, ETL",PhD in AI,Certified Data Analyst,"English, Italian",40
11,"Java, Spring, Microservices",Bachelors in IT,Certified Statistician,"English, German",38
20,"HTML, CSS, JavaScript",PhD in AI,Certified Data Scientist,"English, Italian",43
19,"SAS, Predictive Modeling, Data Wrangling",Bachelors in Computer Science,Certified Data Scientist,"English, French",63
20,"C++, Algorithms, Data Structures",Bachelors in IT,Certified Machine Learning Expert,"English, French",19
3,"C++, Algorithms, Data Structures",Bachelors in IT,Certified Data Analyst,"English, French",100
19,"SAS, Predictive Modeling, Data Wrangling",PhD in AI,Certified AI Specialist,"English, Spanish",50
7,"HTML, CSS, JavaScript",PhD in AI,Certified Software Developer,"English, German",33
17,"C++, Algorithms, Data Structures",Masters in Data Science,Certified AI Specialist,"English, Russian",13
16,"SQL, Database Management, ETL",Bachelors in Mathematics,Certified Database Administrator,"English, Spanish",78
7,"SAS, Predictive Modeling, Data Wrangling",PhD in AI,Certified Database Administrator,"English, French",97
7,"R, Data Visualization, Deep Learning",Masters in Computer Engineering,Certified Data Scientist,"English, Spanish",62
15,"C++, Algorithms, Data Structures",Masters in Data Science,Certified AI Specialist,"English, Italian",93
2,"Matlab, Statistics, Data Mining",PhD in AI,Certified Machine Learning Expert,"English, Italian",43
7,"SQL, Database Management, ETL",Bachelors in Mathematics,Certified Data Analyst,"English, Russian",49
10,"R, Data Visualization, Deep Learning",Bachelors in IT,Certified Software Developer,"English, Italian",36
6,"Python, NLP, Neural Networks",PhD in AI,Certified Database Administrator,"English, German",10
10,"Python, Data Analysis, Machine Learning",Masters in Computer Engineering,Certified Machine Learning Expert,"English, Japanese",95
10,"C++, Algorithms, Data Structures",PhD in AI,Certified AI Specialist,"English, Russian",6
9,"Matlab, Statistics, Data Mining",Bachelors in IT,Certified Software Developer,"English, Spanish",57
15,"R, Data Visualization, Deep Learning",Masters in Computer Engineering,Certified AI Specialist,"English, Japanese",1
10,"SQL, Database Management, ETL",Masters in Computer Engineering,Certified Machine Learning Expert,"English, Spanish",71
18,"Java, Spring, Microservices",Masters in Statistics,Certified Data Scientist,"English, German",58
20,"Java, Spring, Microservices",Masters in Statistics,Certified Machine Learning Expert,"English, Italian",91
1,"Python, NLP, Neural Networks",Masters in Data Science,Certified Machine Learning Expert,"English, Japanese",21
9,"AWS, Cloud Computing, DevOps",Masters in Computer Engineering,Certified Software Developer,"English, German",92
16,"SQL, Database Management, ETL",PhD in AI,Certified Database Administrator,"English, French",80
14,"SQL, Database Management, ETL",Masters in Data Science,Certified Software Developer,"English, German",56
1,"C++, Algorithms, Data Structures",Bachelors in IT,Certified Data Analyst,"English, Spanish",87
15,"Python, Data Analysis, Machine Learning",Bachelors in Mathematics,Certified Database Administrator,"English, Russian",20
18,"R, Data Visualization, Deep Learning",Bachelors in IT,Certified Statistician,"English, Russian",54
14,"SAS, Predictive Modeling, Data Wrangling",Masters in Computer Engineering,Certified AI Specialist,"English, Chinese",25
5,"Java, Spring, Microservices",Masters in Statistics,Certified Database Administrator,"English, French",28
8,"HTML, CSS, JavaScript",Masters in Statistics,Certified Data Analyst,"English, Japanese",5
11,"SAS, Predictive Modeling, Data Wrangling",Bachelors in Computer Science,Certified Data Scientist,"English, French",21
3,"Python, Data Analysis, Machine Learning",Bachelors in IT,Certified Data Analyst,"English, German",18
1,"HTML, CSS, JavaScript",Bachelors in Computer Science,Certified Database Administrator,"English, Russian",47
16,"R, Data Visualization, Deep Learning",Masters in Computer Engineering,Certified Data Scientist,"English, Japanese",70
14,"R, Data Visualization, Deep Learning",Masters in Statistics,Certified Database Administrator,"English, Italian",57
11,"SAS, Predictive Modeling, Data Wrangling",PhD in AI,Certified Database Administrator,"English, Spanish",93
3,"SAS, Predictive Modeling, Data Wrangling",Bachelors in Computer Science,Certified Data Analyst,"English, Italian",19
20,"R, Data Visualization, Deep Learning",Masters in Computer Engineering,Certified Database Administrator,"English, Italian",97
3,"Java, Spring, Microservices",Bachelors in Computer Science,Certified Database Administrator,"English, Japanese",65
16,"SQL, Database Management, ETL",Masters in Computer Engineering,Certified Data Analyst,"English, Russian",3
2,"Python, NLP, Neural Networks",Bachelors in Computer Science,Certified Data Scientist,"English, Japanese",42
18,"HTML, CSS, JavaScript",PhD in AI,Certified Database Administrator,"English, German",21
12,"R, Data Visualization, Deep Learning",Bachelors in IT,Certified AI Specialist,"English, Japanese",99
3,"SAS, Predictive Modeling, Data Wrangling",Bachelors in Mathematics,Certified Machine Learning Expert,"English, Spanish",40
16,"Matlab, Statistics, Data Mining",Bachelors in Mathematics,Certified Data Analyst,"English, Japanese",67
8,"C++, Algorithms, Data Structures",Masters in Data Science,Certified Database Administrator,"English, Italian",25
6,"R, Data Visualization, Deep Learning",Masters in Computer Engineering,Certified Machine Learning Expert,"English, Russian",55
18,"R, Data Visualization, Deep Learning",Masters in Data Science,Certified Database Administrator,"English, Russian",84
19,"C++, Algorithms, Data Structures",Masters in Statistics,Certified Data Analyst,"English, German",52
12,"HTML, CSS, JavaScript",Masters in Computer Engineering,Certified Database Administrator,"English, Russian",44
3,"C++, Algorithms, Data Structures",PhD in AI,Certified Data Scientist,"English, French",98
9,"R, Data Visualization, Deep Learning",Bachelors in Computer Science,Certified Database Administrator,"English, Chinese",85
